,name,address,location,amentities,price,rating,city,Check_in_date,Check_out_date
3383,Hotel Sudarshan Palace,155 zone2 M P Nagar Behind sargam talkies Bhopal 462016 India,34 km to city centre 07 km to Habibganj Railway Station,Free parking,16315,,Bhopal,2021-12-02,2021-02-20
3384,Hotel Sudarshan Palace,155 zone2 M P Nagar Behind sargam talkies Bhopal 462016 India,34 km to city centre 07 km to Habibganj Railway Station,Free parking,16315,,Bhopal,2021-12-02,2021-02-20
3385,Hotel Amer Greens,Hotel Amer GreensHoshangabad Road Near Gyan Ganga School Bhopal Madhya Pradesh 462026 India,14 km to city centre 11 km to Habibganj Railway Station,Free parking,100000,,Bhopal,2021-12-02,2021-02-20
3386,Sudarshan City Walk,5th floor city walk mall Indore road Lalghati Bhopal 462030 India,63 km to city centre 10 km to Habibganj Railway Station,Free parkingRestaurant,15000,,Bhopal,2021-12-02,2021-02-20
3387,Park Hotel,Park hotel  Rang Mahal Tower rangmahal cinema TT Nagar Bhopal 462003 India,07 km to city centre 44 km to Habibganj Railway Station,Free parking,6495,,Bhopal,2021-12-02,2021-02-20
3388,Hotel Park View,E4/185 Arera Colony #10 bus stop Bhopal Madhya Pradesh 462016 India,38 km to city centre 09 km to Habibganj Railway Station,Free parking,11495,,Bhopal,2021-12-02,2021-02-20
3389,OYO 8650 Hotel Johri Residency,Malviya Nagar New Market Bhopal 462001 India,04 km to city centre 41 km to Habibganj Railway Station,Free parkingRestaurantBathtub,11947,,Bhopal,2021-12-02,2021-02-20
3390,Hotel Shree Vatika,R51 Zone 1 Near Chetak Bridge Bhopal 462011 India,31 km to city centre 14 km to Habibganj Railway Station,Free parking,13296,,Bhopal,2021-12-02,2021-02-20
3391,Rajhans Regency,271 zone2 Mp Nagar Close to Sargam Cinema Bhopal Madhya Pradesh 462011 India,33 km to city centre 07 km to Habibganj Railway Station,Free parking,15000,,Bhopal,2021-12-02,2021-02-20
3392,OYO 28247 Hotel SMR Palace,1 Near Dps Public School Neelbad Bhadhbhada Road Bhopal Madhya Pradesh 462044 India,71 km to city centre 95 km to Habibganj Railway Station,KitchenBathtub,47194,,Bhopal,2021-12-02,2021-02-20
3393,Hotel Avantika By MMR,28 IQBAL COLONY 80 FEET ROAD ASHOKA GARDEN Bhopal Madhya pradesh 462023 India,33 km to city centre 39 km to Habibganj Railway Station,Free parking,7511,,Bhopal,2021-12-02,2021-02-20
3394,OYO 24172 Hotel Jp Heights,18 Padmanabh Nagar Opposite Prabhat Petrol Pump Main Road Bhopal Madhya Pradesh 462023 India,31 km to city centre 34 km to Habibganj Railway Station,Bathtub,9239,,Bhopal,2021-12-02,2021-02-20
3395,OYO 24172 Hotel Jp Heights,18 Padmanabh Nagar Opposite Prabhat Petrol Pump Main Road Bhopal Madhya Pradesh 462023 India,31 km to city centre 34 km to Habibganj Railway Station,Bathtub,9239,,Bhopal,2021-12-02,2021-02-20
3396,Hotel Alankar Palace,241 Near Arya Bhawan Restaurant Bhopal MP 462011 India,34 km to city centre 06 km to Habibganj Railway Station,Free parkingRestaurant,11032,  8.0,Bhopal,2021-12-02,2021-02-20
3397,Hotel GK Palace,Plot No44 Nr ZoneII Maharana Pratap Nagar Bhopal Madhya Pradesh 462011 India,30 km to city centre 11 km to Habibganj Railway Station,Free parkingRestaurant,12135,,Bhopal,2021-12-02,2021-02-20
3398,OYO 24646 Hotel Gaurav Palace,15 Ram Gopal Maheshwari Marg Mp Nagar ZoneI Maharana Pratap Nagar Bhopal Madhya Pradesh 462011 India,28 km to city centre 14 km to Habibganj Railway Station,Free parkingRestaurantBathtub,8558,,Bhopal,2021-12-02,2021-02-20
3399,Hotel Shree Vinayak Palace,Plot No 37 ZoneII Bhopal Madhya Pradesh 462011 India,32 km to city centre 10 km to Habibganj Railway Station,Free parkingRestaurant,11495,,Bhopal,2021-12-02,2021-02-20
3400,Hotel Midland,73 b kasturba nagar near chetak bridge Bhopal madhya pradesh 462023 India,36 km to city centre 13 km to Habibganj Railway Station,Free parkingRestaurant,9990,2.0,Bhopal,2021-12-02,2021-02-20
3401,Capital O 29355 Hotel Oasis Blue,Near Chetak Bridge Mp Nagar Bhopal Madhya Pradesh 462023 India,35 km to city centre 13 km to Habibganj Railway Station,Free parkingRestaurantBathtub,14462,  8.0,Bhopal,2021-12-02,2021-02-20
3402,OYO 8183 Hotel Sandal Wood,Hotel Sandal Wood124 BanjariKolar Road in front of Good Shepherd Colony Bhopal Madhya Pradesh 462042 India,69 km to city centre 56 km to Habibganj Railway Station,Bathtub,8954,,Bhopal,2021-12-02,2021-02-20
3403,Hotel Jaishree Palace,191BEHIND SARGAM TAKIES ZONE II MP NAGAR Bhopal Madhya Pradesh 462011 India,34 km to city centre 07 km to Habibganj Railway Station,Free parking,10995,,Bhopal,2021-12-02,2021-02-20
3404,OYO 1547 Hotel The Oasis,42 ZoneII MPNagar Bhopal 462011 India,33 km to city centre 10 km to Habibganj Railway Station,Free parkingRestaurantKitchenBathtub,9761,,Bhopal,2021-12-02,2021-02-20
3405,Lals Plaza Hotel,26 lalwani tower Near Nadra bus stand Bhopal Madhya Pradesh 462001 India,32 km to city centre 61 km to Habibganj Railway Station,Free parking,9495,,Bhopal,2021-12-02,2021-02-20
3406,Lals Plaza Hotel,26 lalwani tower Near Nadra bus stand Bhopal Madhya Pradesh 462001 India,32 km to city centre 61 km to Habibganj Railway Station,Free parking,9495,,Bhopal,2021-12-02,2021-02-20
3407,Gaurav Hotel,HAMIDIA ROADBHOPAL Bhopal Madhya Pradesh 462001 India,32 km to city centre 60 km to Habibganj Railway Station,Free parkingAirport transferRestaurant,25000,,Bhopal,2021-12-02,2021-02-20
3408,Hotel Arch Manor Deluxe,156 Zone II MP Nagar Behind Sargam Cinema Off Hoshangabad Rd Bhopal Madhya Pradesh 462011 India,32 km to city centre 08 km to Habibganj Railway Station,Free parkingRestaurantBathtub,17000, 7.0,Bhopal,2021-12-02,2021-02-20
3409,Hotel Ganpati,256 MAHARANA PRATAP NAGAR NEAR SARGAM CINEMA BHOPAL Bhopal MP 462011 India,33 km to city centre 06 km to Habibganj Railway Station,Free parking,12935,,Bhopal,2021-12-02,2021-02-20
3410,Hotel Ganga Regency,Plot NO 2 Hamidia road near Alpana Cineplex Bhopal 462001 India,31 km to city centre 59 km to Habibganj Railway Station,Free parking,9000,,Bhopal,2021-12-02,2021-02-20
3411,OYO 13822 Kolar Hotel,Kolar Rd Near Union Bank Sarvdharm Colony Bhopal Madhya Pradesh 462007 India,56 km to city centre 44 km to Habibganj Railway Station,Free parkingKitchen,6960,,Bhopal,2021-12-02,2021-02-20
3412,OYO 15259 Smart City,F56 near Bhopal Station Platform No1 Bhopal Madhya Pradesh 462023 India,36 km to city centre 45 km to Habibganj Railway Station,Free parking,6836,,Bhopal,2021-12-02,2021-02-20
3413,Hotel Nirmal Residency,No1 Airport Rd Panchwati Colony Lalghati Bhopal Madhya Pradesh 462030 India,63 km to city centre 10 km to Habibganj Railway Station,Free parkingRestaurant,15000,,Bhopal,2021-12-02,2021-02-20
3414,Hotel Shiv Villas,NH12 Hoshangabad Road Mandideep Raisen Goharganj MP 462046 India,18 km to city centre 15 km to Habibganj Railway Station,Free parkingRestaurantBar,16964,,Bhopal,2021-12-02,2021-02-20
3415,Hotel Shagun Palace,Opposite Brindavan Garden k no 3594 3595 Hoshangabad Road Bhopal 462026 India,89 km to city centre 57 km to Habibganj Railway Station,Free parkingRestaurantBar,9945,,Bhopal,2021-12-02,2021-02-20
3416,Hotel Signetic Blue,R68 Habibganj Rd Bhopal MP 462011 India,35 km to city centre 06 km to Habibganj Railway Station,Free parkingAirport transferRestaurant,16500,,Bhopal,2021-12-02,2021-02-20
3417,Hotel Signetic Blue,R68 Habibganj Rd Bhopal MP 462011 India,35 km to city centre 06 km to Habibganj Railway Station,Free parkingAirport transferRestaurant,16500,,Bhopal,2021-12-02,2021-02-20
3418,OYO 5839 Hotel Mohit Regency,Plot No189A Near Punjab & Sindh Bank ZoneIi M P Nagar Bhopal Madhya Pradesh 462011 India,34 km to city centre 07 km to Habibganj Railway Station,Free parkingBathtub,8965,,Bhopal,2021-12-02,2021-02-20
3419,OYO 11307 Hotel Satya Villas,Plot 13 ZoneII Maharana Pratap Nagar Near Railway Station Hosangabad Road Bhopal Madhya Pradesh 462011 India,31 km to city centre 10 km to Habibganj Railway Station,Kitchen,7851,,Bhopal,2021-12-02,2021-02-20
3420,Hotel Sangat Regency,54 Near Manohar Dairy ZoneI Maharana Pratap Nagar Bhopal Madhya Pradesh 462011 India,30 km to city centre 15 km to Habibganj Railway Station,Free parking,10995,,Bhopal,2021-12-02,2021-02-20
3421,OYO 14593 Smart Rooms by Shree Vatika,1 soma vihar near kali mata mandirchunabhatti Bhopal 462016 India,44 km to city centre 37 km to Habibganj Railway Station,Free parking,11035,,Bhopal,2021-12-02,2021-02-20
3422,OYO 28267 Convivial Paradise,Opposite Vcare Child Hospital Kolar Road Gehun Kheda Bhopal Madhya Pradesh 462042 India,74 km to city centre 58 km to Habibganj Railway Station,Bathtub,5465,,Bhopal,2021-12-02,2021-02-20
3423,OYO 28691 Hotel Golden Star,Near Aura Mall E8 Trilanga Colony Bhopal Madhya Pradesh 462016 India,55 km to city centre 34 km to Habibganj Railway Station,Bathtub,4021,,Bhopal,2021-12-02,2021-02-20
3424,OYO 12341 Madhuram Landmark,D/13 Link Rd Number 3 Near Sai Mandir Bhopal Madhya Pradesh 462003 India,29 km to city centre 48 km to Habibganj Railway Station,,10099,,Bhopal,2021-12-02,2021-02-20
3425,Hotel Western,A101102ORCHARD POINTKOLAR RD Near Amarnath colonyMandakini Bhopal Haryana 462042 India,59 km to city centre 49 km to Habibganj Railway Station,Free parkingRestaurant,14846,,Bhopal,2021-12-02,2021-02-20
3426,OYO 14577 Vijay Palace,E2/144 Infront Of Habibganj Stn Arera Clny Bhopal Madhya Pradesh 462039 India,37 km to city centre 02 km to Habibganj Railway Station,Free parking,9606,,Bhopal,2021-12-02,2021-02-20
3427,OYO 24707 Comfort Inn,118 Shri Ram Colony Hoshangabad Rd Bawadiakala Bhopal Madhya Pradesh 462026 India,93 km to city centre 61 km to Habibganj Railway Station,Bathtub,8861,,Bhopal,2021-12-02,2021-02-20
3428,OYO 24707 Comfort Inn,118 Shri Ram Colony Hoshangabad Rd Bawadiakala Bhopal Madhya Pradesh 462026 India,93 km to city centre 61 km to Habibganj Railway Station,Bathtub,8861,,Bhopal,2021-12-02,2021-02-20
3429,OYO 12127 Radhika Palace,Kolar Road Behind Vishal Mega Mart Bhopal Madhya Pradesh 462007 India,56 km to city centre 44 km to Habibganj Railway Station,Free parkingRestaurantKitchen,9865,,Bhopal,2021-12-02,2021-02-20
3430,OYO 27658 Hotel New Mohit Regency,214Behind Sargam Cinema Infront Of Arya BhawanMp Nagr Zon 2 Bhopal 462011 India,34 km to city centre 07 km to Habibganj Railway Station,Free parkingRestaurantBathtub,10225,,Bhopal,2021-12-02,2021-02-20
3431,"The Westin Gurgaon, New Delhi",Number 1 MG Road Sector 29 Gurugram Delhi NCR 122002 India,47 km to city centre 89 km to Indira Gandhi International Airport DEL,PoolFree parkingSpaGymRestaurantBar,8198, 8.8,Gurgaon,2021-12-02,2021-02-17
3432,Dia Park Premier,353357 Sector29 Gurugram Delhi NCR 122001 India,40 km to city centre 98 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferSpaGymRestaurant,16000, 8.6,Gurgaon,2021-12-02,2021-02-17
3433,Taj City Centre Gurugram,Plot No 1 Sector 44 Near HUDA Metro Gurugram Delhi NCR 122 004 India,44 km to city centre 11 km to Indira Gandhi International Airport DEL,PoolFree parkingPet-friendlySpaGymRestaurant,12025, 9.0,Gurgaon,2021-12-02,2021-02-17
3434,Taj City Centre Gurugram,Plot No 1 Sector 44 Near HUDA Metro Gurugram Delhi NCR 122 004 India,44 km to city centre 11 km to Indira Gandhi International Airport DEL,PoolFree parkingPet-friendlySpaGymRestaurant,12025, 9.0,Gurgaon,2021-12-02,2021-02-17
3435,Holiday Inn Gurugram Sector 90,Sapphire 90 Sector 90 Gurugram Haryana 122505 India,11 km to city centre 22 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferGymRestaurantBar,5600, 9.0,Gurgaon,2021-12-02,2021-02-17
3436,The Oberoi Gurgaon,443 Udyog Vihar Phase V Gurugram Delhi NCR 122 016 India,78 km to city centre 58 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferSpaGymRestaurant,17000, 9.6,Gurgaon,2021-12-02,2021-02-17
3437,The Oberoi Gurgaon,443 Udyog Vihar Phase V Gurugram Delhi NCR 122 016 India,78 km to city centre 58 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferSpaGymRestaurant,17000, 9.6,Gurgaon,2021-12-02,2021-02-17
3438,Vintage Villa,House no 21Near Radha Krishna Temple Sector 31 Gurugram Haryana 122003 India,22 km to city centre 12 km to Indira Gandhi International Airport DEL,Free parkingBar,6000,,Gurgaon,2021-12-02,2021-02-17
3439,Imperial Apartments,F48 South CityI Near Huda City Metro Station Gurugram Haryana 122001 India,42 km to city centre 11 km to Indira Gandhi International Airport DEL,Free parkingAirport transferRestaurantKitchenInternet access,5000,5.0,Gurgaon,2021-12-02,2021-02-17
3440,Sparklin Suites,B204 Sushant Lok1 Gurugram 122002 India,51 km to city centre 10 km to Indira Gandhi International Airport DEL,Free parkingGym,4398,,Gurgaon,2021-12-02,2021-02-17
3441,Inde Hotel Cyber City,X66A DLF Phase 2 Gurugram Haryana 122002 India,73 km to city centre 70 km to Indira Gandhi International Airport DEL,Free parkingRestaurant,5798, 6.6,Gurgaon,2021-12-02,2021-02-17
3442,Inde Hotel Cyber City,X66A DLF Phase 2 Gurugram Haryana 122002 India,73 km to city centre 70 km to Indira Gandhi International Airport DEL,Free parkingRestaurant,5798, 6.6,Gurgaon,2021-12-02,2021-02-17
3443,ibis Gurgaon Golf Course Road Hotel,Block 1 Sector 53 Golf Course Gurugram Delhi NCR 122001 India,78 km to city centre 13 km to Indira Gandhi International Airport DEL,Free parkingAirport transferGymRestaurantBarInternet access,3700, 7.8,Gurgaon,2021-12-02,2021-02-17
3444,Hyatt Place Gurgaon Udyog Vihar,15/1 Old DelhiGurgaon Road Sector 18 Gurugram Delhi NCR 122015 India,61 km to city centre 64 km to Indira Gandhi International Airport DEL,PoolParking availablePet-friendlyAirport transferGymRestaurant,5525,  8.0,Gurgaon,2021-12-02,2021-02-17
3445,Hyatt Regency Gurgaon,New Delhi NCR NH8 Sector 83 Gurugram Delhi NCR 122004 India,91 km to city centre 21 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferSpaGymRestaurant,9263, 8.6,Gurgaon,2021-12-02,2021-02-17
3446,"Trident, Gurgaon",443 Udyog Vihar Phase V Gurugram Delhi NCR 122001 India,77 km to city centre 61 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferSpaGymRestaurant,9500, 9.4,Gurgaon,2021-12-02,2021-02-17
3447,Hotel Grenville,29 Mehrauli Rd Gurugram HR 122001 India,15 km to city centre 11 km to Indira Gandhi International Airport DEL,Free parkingRestaurant,3161,,Gurgaon,2021-12-02,2021-02-17
3448,Levante Hotel,Cyber City 41/5 U Block DLF Phase 3 Sector 24 Gurugram Haryana 122010 India,77 km to city centre 72 km to Indira Gandhi International Airport DEL,Restaurant,4600,2.0,Gurgaon,2021-12-02,2021-02-17
3449,HYDEWEST INDIA,158 Sector 38 Gurugram Gurugram harayana 122003 India,33 km to city centre 14 km to Indira Gandhi International Airport DEL,Free parkingAirport transferBathtubKitchen,11305,  8.0,Gurgaon,2021-12-02,2021-02-17
3450,Krishna Coddle Executive,714A B Block Sushant Shopping Arcade Sushant LokI Gurugram Haryana 122002 India,52 km to city centre 10 km to Indira Gandhi International Airport DEL,Free parking,3198,,Gurgaon,2021-12-02,2021-02-17
3451,Liveinn Style,137 Sector31 Gurugram HR 122001 India,25 km to city centre 12 km to Indira Gandhi International Airport DEL,Free parkingRestaurant,5568,,Gurgaon,2021-12-02,2021-02-17
3452,Moon Residency,A  128 National Highway  8 Near International Airport Gurugram New Delhi 110037 India,84 km to city centre 73 km to Indira Gandhi International Airport DEL,Free parking,3238,,Gurgaon,2021-12-02,2021-02-17
3453,Moon Residency,A  128 National Highway  8 Near International Airport Gurugram New Delhi 110037 India,84 km to city centre 73 km to Indira Gandhi International Airport DEL,Free parking,3238,,Gurgaon,2021-12-02,2021-02-17
3454,Ambrosia By ZiffyHomes,HNo 400 Sector39 Gurugram 122001 India,30 km to city centre 14 km to Indira Gandhi International Airport DEL,Free parking,2518,,Gurgaon,2021-12-02,2021-02-17
3455,The Bristol Hotel,DLF City Phase I Gurugram Delhi NCR 122002 India,68 km to city centre 85 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferSpaGymRestaurant,6600, 7.4,Gurgaon,2021-12-02,2021-02-17
3456,Aadat Residency,Plot No824 Sector 47 Gurugram Haryana 122018 India,37 km to city centre 15 km to Indira Gandhi International Airport DEL,Free parkingRestaurant,3600,,Gurgaon,2021-12-02,2021-02-17
3457,"The Leela Ambience Hotel & Residences, Gurugram",Ambience Island National Highway8 Gurugram Delhi NCR 122002 India,85 km to city centre 56 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferSpaGymRestaurant,15998,  8.4,Gurgaon,2021-12-02,2021-02-17
3458,Ahuja Residency Vista Signature,B109 & 110 Near Unitech Signature Tower South City  I Gurugram India,34 km to city centre 10 km to Indira Gandhi International Airport DEL,Free parkingRestaurant,5066, 10.0,Gurgaon,2021-12-02,2021-02-17
3459,Olive Serviced Apartments Gurgaon,1208 DLF Phase  IV Gurugram Haryana 122002 India,55 km to city centre 97 km to Indira Gandhi International Airport DEL,Free parkingPet-friendlyAirport transfer,4000, 10.0,Gurgaon,2021-12-02,2021-02-17
3460,CoRoomS SanVi Prime Unitech Cyber Park,Plot #1088P Sector 40 Beside Unitech Cyber Par Gurugram Haryana 122001 India,33 km to city centre 13 km to Indira Gandhi International Airport DEL,Free parkingAirport transfer,1749,,Gurgaon,2021-12-02,2021-02-17
3461,Gazebo Inn And Suites,Plot No GH 07 Sector 39 Gurugram Haryana 122001 India,25 km to city centre 13 km to Indira Gandhi International Airport DEL,Free parking,4950,,Gurgaon,2021-12-02,2021-02-17
3462,JK Rooms 143 Amazone Holiday Guest House,V block  37/8 DLF Phase 3 Near Narayana hospital Gurugram Gurugram Haryana 122001 India,84 km to city centre 66 km to Indira Gandhi International Airport DEL,Free parking,7000,,Gurgaon,2021-12-02,2021-02-17
3463,Radisson Gurugram Sohna Road City Center,Main Sohna Road Sector 49 Gurugram Delhi NCR 122002 India,51 km to city centre 16 km to Indira Gandhi International Airport DEL,PoolParking availableAirport transferSpaGymRestaurant,14978,  8.2,Gurgaon,2021-12-02,2021-02-17
3464,Radisson Gurugram Sohna Road City Center,Main Sohna Road Sector 49 Gurugram Delhi NCR 122002 India,51 km to city centre 16 km to Indira Gandhi International Airport DEL,PoolParking availableAirport transferSpaGymRestaurant,14978,  8.2,Gurgaon,2021-12-02,2021-02-17
3465,Jade By ZiffyHomes,House No839 Sector38 Near Medanta Hospital Near Vita Dairy Gurugram Haryana 122003 India,20 km to city centre 12 km to Indira Gandhi International Airport DEL,Free parking,3358,,Gurgaon,2021-12-02,2021-02-17
3466,Olive Studio Rooms,1120 Sec43 Golf Course Road Gurugram HR 122002 India,68 km to city centre 11 km to Indira Gandhi International Airport DEL,Free parkingKitchen,3400, 10.0,Gurgaon,2021-12-02,2021-02-17
3467,Aakritii Hotels,702 Sector 23 Rd Gurugram HR 122017 India,61 km to city centre 64 km to Indira Gandhi International Airport DEL,Free parking,2196, 9.6,Gurgaon,2021-12-02,2021-02-17
3468,Olive Cozy stays,P 400 Sector 38 Gurugram Haryana 122003 India,32 km to city centre 14 km to Indira Gandhi International Airport DEL,Free parkingPet-friendlyKitchen,3800,,Gurgaon,2021-12-02,2021-02-17
3469,Lemon Tree Hotel Sohna Road,Sector 68 Gurugram Haryana 122021 India,10 km to city centre 21 km to Indira Gandhi International Airport DEL,PoolSpaRestaurant,7998, 9.2,Gurgaon,2021-12-02,2021-02-17
3470,Bellagio Inn & Suites,Flat No 202 1st Floor Plot No GH 02 Sector 51 Gurugram Haryana 122018 India,51 km to city centre 14 km to Indira Gandhi International Airport DEL,Free parkingRestaurant,4600,,Gurgaon,2021-12-02,2021-02-17
3471,Urban Key House,Plot No 136P Sector 39 Urban Estate Opposite to Medanta Hospital Gurugram Haryana 122003 India,25 km to city centre 13 km to Indira Gandhi International Airport DEL,Free parkingGym,3000, 10.0,Gurgaon,2021-12-02,2021-02-17
3472,Platinum Infrasource,B  618 Sushant Lok phase  1 Gurugram Haryana 122009 India,48 km to city centre 10 km to Indira Gandhi International Airport DEL,Free parkingAirport transferRestaurantBathtub,4800,,Gurgaon,2021-12-02,2021-02-17
3473,Ahuja Residency Cyber City I,55 Jacaranda Marg Mushedpur DLF Phase 2 Sector 25 Gurugram Haryana 122008 India,69 km to city centre 74 km to Indira Gandhi International Airport DEL,Free parkingRestaurant,4578,,Gurgaon,2021-12-02,2021-02-17
3474,AAN HOTEL,Plot no 260 sector 38 Gurugram 122001 India,35 km to city centre 14 km to Indira Gandhi International Airport DEL,Free parkingRestaurant,5000,,Gurgaon,2021-12-02,2021-02-17
3475,AAN HOTEL,Plot no 260 sector 38 Gurugram 122001 India,35 km to city centre 14 km to Indira Gandhi International Airport DEL,Free parkingRestaurant,5000,,Gurgaon,2021-12-02,2021-02-17
3476,Pacific Inn Suryansh Hotel,17 Milestones Dhunella Sohna Road Hryana Gurugram 122001 India,52 km to city centre 16 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferRestaurant,5363,  8.0,Gurgaon,2021-12-02,2021-02-17
3477,SKY CITY HOTEL,1 OLD JUDICIAL COMPLEX SECTOR  151 Gurugram Haryana 122001 India,08 km to city centre 12 km to Indira Gandhi International Airport DEL,Free parkingAirport transferSpaGymRestaurantBar,6120, 6.6,Gurgaon,2021-12-02,2021-02-17
3478,OYO 26915 Hotel North East Residency,Main Golf Course Rd Sector55 Gurugram Haryana 122001 India,87 km to city centre 15 km to Indira Gandhi International Airport DEL,Bathtub,18878,,Gurgaon,2021-12-02,2021-02-17
3479,"When In Gurgaon - Service Apartments, Opp. Artemis Hospital",564 Sector 52 Opposite Artemis Hospital Gurugram Haryana 122003 India,55 km to city centre 14 km to Indira Gandhi International Airport DEL,Free parking,4000,,Gurgaon,2021-12-02,2021-02-17
3480,Smart Inn-1,83JACARANDA MARGDLF PHASEII Gurugram Haryana 122002 India,68 km to city centre 72 km to Indira Gandhi International Airport DEL,Free parkingAirport transfer,3171,,Gurgaon,2021-12-02,2021-02-17
3481,Bawa Residency,C12771 C Sushant Lok 1 Next to Paras Hospital Gurugram Haryana 122009 India,60 km to city centre 12 km to Indira Gandhi International Airport DEL,Free parkingAirport transferConnecting rooms available,3998,  8.0,Gurgaon,2021-12-02,2021-02-17
3482,The Habitare Gurgaon,21/1 MG Road Sector 14 Gurugram 122001 India,15 km to city centre 11 km to Indira Gandhi International Airport DEL,Free parkingAirport transferSpaGymRestaurantBathtub,4498,4.0,Gurgaon,2021-12-02,2021-02-17
3483,The Royal Crown,334335 SOUTHCITY 1 BLOCK A SECTOR 30 Gurugram HARYANA 122001 India,33 km to city centre 11 km to Indira Gandhi International Airport DEL,Free parkingPet-friendlyAirport transferGymRestaurant,2998,,Gurgaon,2021-12-02,2021-02-17
3484,OYO 9422 Prime,N Block Gurugram Haryana 122002 India,70 km to city centre 70 km to Indira Gandhi International Airport DEL,Free parkingBathtub,4966,2.0,Gurgaon,2021-12-02,2021-02-17
3485,Crowne Plaza Hotel Gurgaon,Site 2 Sector 29 Opp Signature Tower Gurugram Delhi NCR 122001 India,38 km to city centre 10 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferSpaGymRestaurant,9249, 9.0,Gurgaon,2021-12-02,2021-02-17
3486,Crowne Plaza Hotel Gurgaon,Site 2 Sector 29 Opp Signature Tower Gurugram Delhi NCR 122001 India,38 km to city centre 10 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferSpaGymRestaurant,9249, 9.0,Gurgaon,2021-12-02,2021-02-17
3487,Hotel Haut Monde,Sec15 Jharsa Road Exit09 Gurugram Delhi NCR 122001 India,12 km to city centre 12 km to Indira Gandhi International Airport DEL,PoolFree parkingAirport transferRestaurantInternet access,3659, 6.0,Gurgaon,2021-12-02,2021-02-17
3488,OYO 19751 Parkview Residency,A1/167Ait ChowkHuda Sushant Lok 2Sector 55 Gurugram Haryana 122001 India,85 km to city centre 14 km to Indira Gandhi International Airport DEL,Free parkingBathtub,18878,,Gurgaon,2021-12-02,2021-02-17
3489,OYO 29687 Sunny Guest House,88Sector 1 Imt  Near Hsiidc Market Gurugram Haryana 122052 India,13 km to city centre 25 km to Indira Gandhi International Airport DEL,Free parkingBathtubKitchen,18878,,Gurgaon,2021-12-02,2021-02-17
3490,MAVENS HOUSE,750 Sector15 PART 2 Just Behind Google Building Gurugram Haryana 122001 India,20 km to city centre 11 km to Indira Gandhi International Airport DEL,Free parkingAirport transferGymRestaurantBar,1978, 9.6,Gurgaon,2021-12-02,2021-02-17
3491,Ginger Manesar,Raheja Square IMT Manesar Gurugram Delhi NCR 122050 India,14 km to city centre 26 km to Indira Gandhi International Airport DEL,Free parkingGymRestaurantBar,8158,,Gurgaon,2021-12-02,2021-02-17
3492,OYO 14777 Summer Homez,43526K3 RdHeritage City Sector 25Gurugram Gurugram Haryana 122002 India,63 km to city centre 82 km to Indira Gandhi International Airport DEL,Free parkingBathtub,3261,,Gurgaon,2021-12-02,2021-02-17
3493,Smart Villa 5 by Royal Collection,M11 A/6 DLF CITYII Gurugram HARYANA 122002 India,67 km to city centre 72 km to Indira Gandhi International Airport DEL,Free parkingRestaurant,3986,,Gurgaon,2021-12-02,2021-02-17
3494,SWASNO HOTELS PVT LTD,J10/7 DLF PHASE 2 OPPOSITE SAHARA MALL Gurugram HR 122002 India,64 km to city centre 83 km to Indira Gandhi International Airport DEL,Free parkingRestaurantBarConnecting rooms available,4500,,Gurgaon,2021-12-02,2021-02-17
3495,Excel Inn,C125 South City1 Adjoining South City Market Near Huda City Gurugram Harayana 122004 India,36 km to city centre 11 km to Indira Gandhi International Airport DEL,Free parking,5600,,Gurgaon,2021-12-02,2021-02-17
3496,"Lemon Tree Hotel, Udyog Vihar, Gurugram",866 Udyog Vihar Gurugram Delhi NCR 122016 India,76 km to city centre 59 km to Indira Gandhi International Airport DEL,Free parkingAirport transferGymRestaurant,3038, 7.6,Gurgaon,2021-12-02,2021-02-17
3497,"Lemon Tree Hotel, Udyog Vihar, Gurugram",866 Udyog Vihar Gurugram Delhi NCR 122016 India,76 km to city centre 59 km to Indira Gandhi International Airport DEL,Free parkingAirport transferGymRestaurant,3038, 7.6,Gurgaon,2021-12-02,2021-02-17
3498,Hotel La Residence,W5/6 DLF Phase 3 Sector 24 Gurugram 122002 India,84 km to city centre 68 km to Indira Gandhi International Airport DEL,Free parkingAirport transferRestaurantConnecting rooms available,6198, 9.2,Gurgaon,2021-12-02,2021-02-17
3499,OYO 12968 Hotel The Domus,Plot 410 LIG Colony Sector 31 Gurugram Haryana 122001 India,24 km to city centre 12 km to Indira Gandhi International Airport DEL,,22276,,Gurgaon,2021-12-02,2021-02-17
3500,OYO 12471 SKS PREMIUM,1053 D C Block sushant lok1 Gurugram Haryana 122002 India,57 km to city centre 11 km to Indira Gandhi International Airport DEL,Kitchen,22276,,Gurgaon,2021-12-02,2021-02-17
