,name,address,location,amentities,price,rating,no of reviews,city,Check_in_date,Check_out_date
4155,Hotel Sita(place on heritage ghats of benaras),"22/16 Chausatthi Ghat (RANA GHAT), Near Dashaswamedh Ghat, Varanasi, Uttar Pradesh, 221001, India","14 km to city centre
0.1 km to Dasaswamedh ghat",Airport transferRestaurantInternet access,"Rs7,081","Good 6.6
30 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4156,Hotel Pinnacle Gate,"Rishpattan Rd, Varanasi, UP, 221007, India","12 km to city centre
6.7 km to Dasaswamedh ghat",PoolAirport transferSpaGymRestaurantBar,"Rs18,000","4.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4157,Castillo,"D 64 127 A, Shaheed Udyan, Sigra, Varanasi, Uttar Pradesh, 221010, India","12 km to city centre
2.5 km to Dasaswamedh ghat",Free parkingRestaurantBarConnecting rooms available,"Rs17,955","2.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4158,Ganga Monastery,"N-1/2 RM, Near Ravidas Ghat, Assi-Nagwa Road, Varanasi, Uttar Pradesh, 221005, India","15 km to city centre
2.4 km to Dasaswamedh ghat",Free parkingAirport transferRestaurantInternet access,"Rs6,750","Good 7.4
11 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4159,Rahul Guest House,"N1/15 D-10 Gangotri Vihar, Nagwa, Lanka, ( Near - Ravidas Park ), Varanasi, Uttar Pradesh, 221005, India","16 km to city centre
2.7 km to Dasaswamedh ghat",Airport transferRestaurantConnecting rooms available,"Rs5,000","Very good 8.2
9 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4160,Hotel Augusto,"Jangambarir Road Near Vishwanath Temple, Opp State Bank Of India, Varanasi, Uttar Pradesh, 221001, India","13 km to city centre
0.4 km to Dasaswamedh ghat",Restaurant,"Rs9,500",,,Varanasi,12/02/2021,20/02/2021
4161,Ganga Darshanam Guest House,"Bawan No. D-17/76, Bangali Tali, Varanasi, Uttar Pradesh, 220001, India","14 km to city centre
0.1 km to Dasaswamedh ghat",Free parkingAirport transferRestaurant,"Rs5,996","Good 6.8
7 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4162,Vijaigarh kothi,"B1/3, Assi - Lanka Rd, Anandbagh, Bhelupur, Varanasi, Uttar Pradesh, 221005, India","15 km to city centre
2.1 km to Dasaswamedh ghat",Free parkingAirport transferRestaurant,"Rs16,500","Very good 8.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4163,Vijaigarh kothi,"B1/3, Assi - Lanka Rd, Anandbagh, Bhelupur, Varanasi, Uttar Pradesh, 221005, India","15 km to city centre
2.1 km to Dasaswamedh ghat",Free parkingAirport transferRestaurant,"Rs16,500","Very good 8.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4164,A Palace on River - Rashmi guest House,"D, 16/28-A, Manmandir Ghat, Dasaswamedh, Varanasi, Uttar Pradesh, 221001, India","14 km to city centre
0.2 km to Dasaswamedh ghat",Airport transferRestaurant,"Rs7,567","Good 6.8
12 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4165,Somit Paying Guest House,"D 32/162, Devnathpura, bengali tola, near golden sporting club, Varanasi, Uttarpradesh, 221001, India","14 km to city centre
0.2 km to Dasaswamedh ghat",Parking availableAirport transferSpaGymRestaurantBar,"Rs2,750","Good 6.0
4 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4166,HOTEL SAHU,"D36/265, DASHASWMEDH ROAD CITY, near vishwanath temple,dashaswmedh road, Varanasi, 221001, India","14 km to city centre
0.3 km to Dasaswamedh ghat",Free parkingAirport transferRestaurantConnecting rooms available,"Rs6,563","2.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4167,Palace on steps,"Rana Mahal Ghat, Banagali Tola, Near Godowlia, Varanasi, Uttar Pradesh, 221001, India","14 km to city centre
0.2 km to Dasaswamedh ghat",Parking availableAirport transferRestaurant,"Rs10,000","Fabulous 8.6
16 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4168,Shree Ganesha Residency,"Opp of Corporation Bank, Behind Empire Hotel, Varanasi, Uttar Pradesh, 221001, India","13 km to city centre
0.6 km to Dasaswamedh ghat",Free parking,"Rs12,870","Very good 8.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4169,Hotel Sarweshwary,"N.1/71 AB-R Madhav Market Lanka, Varanasi, UP, 221005, India","16 km to city centre
3.1 km to Dasaswamedh ghat",Free parking,"Rs9,000","Exceptional 10.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4170,OYO 15530 Hotel G S Residency,"Dashashwamedh Road, Varanasi, Uttar Pradesh, 221002, India","14 km to city centre
0.1 km to Dasaswamedh ghat",Bathtub,"Rs12,721","2.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4171,Hotel Samman,"D-36/261 A, Agastkunda Godowlia, Kashi Vishwanath Temle, Varanasi, UP, 221001, India","13 km to city centre
0.5 km to Dasaswamedh ghat",,"Rs4,995","4.8
5 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4172,Ali Baba Guest House,"D-20/23, Munshi Ghat,Opp Ganges Inn, Bengali Tola, Varanasi, 221001, India","14 km to city centre
0.2 km to Dasaswamedh ghat",,"Rs8,250","4.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4173,New Hotel Broadway,"Vijaya Chauraha, Varanasi, UP, 221002, India","14 km to city centre
1.4 km to Dasaswamedh ghat",Free parking,"Rs11,005","Very good 8.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4174,New Hotel Broadway,"Vijaya Chauraha, Varanasi, UP, 221002, India","14 km to city centre
1.4 km to Dasaswamedh ghat",Free parking,"Rs11,005","Very good 8.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4175,Hotel Silk City,"S 20/53-4-5, Buddha Vihar Colony, The Mall, Cantonment, Varanasi, Uttar Pradesh, 221002, India","9.3 km to city centre
4.6 km to Dasaswamedh ghat",Free parkingAirport transferSpaRestaurantBarKitchen,"Rs22,500","Good 6.6
3 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4176,Hotel Rivera Palace,"B-2/109, A-I-R, Shivala, Behind Mata Anandmayi Hospital, Varanasi, Indian, 221001, India","15 km to city centre
1.6 km to Dasaswamedh ghat",Free parkingAirport transferRestaurant,"Rs8,200","Good 6.6
3 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4177,HOTEL AADESH PALACE,"Bansphatak Road, Varanasi, UP, 221001, India","13 km to city centre
0.6 km to Dasaswamedh ghat",Airport transferKitchenConnecting rooms available,"Rs12,054","Good 6.0
2 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4178,Hotel Zeeras,"New Varuna Bridge, cantonment road, mall, Varanasi, Uttar Pradesh, 221002, India","9.3 km to city centre
4.6 km to Dasaswamedh ghat",PoolFree parkingAirport transferSpaGymRestaurant,"Rs9,995","3.6
4 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4179,Family Guest House,"D 32/72 PATALESHWAR DASHWAMEWDH, Varanasi, UTTAR PRADESH, 221001, India","14 km to city centre
0.2 km to Dasaswamedh ghat",Airport transfer,"Rs1,745","Very good 8.0
7 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4180,OYO 13086 Temple City Guest House,"Temple City Guest House, B-2/225-B-2ka, Bhadaini Assi(near Bhadaini Power House), Varanasi, Uttar Pradesh, 221010, India","15 km to city centre
1.7 km to Dasaswamedh ghat",,"Rs9,050","Good 6.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4181,Shree Hare rama hare krishna guest house,"B 3/260, Shivala Road, Shivala Ghat, Varanasi, 221001, India","15 km to city centre
1.7 km to Dasaswamedh ghat",Free parkingAirport transferSpaRestaurantInternet access,"Rs4,500","4.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4182,Hotel SLE Residency,"Rathyatra Sigra Rd, Varanasi, UP, 221010, India","12 km to city centre
2.0 km to Dasaswamedh ghat",Free parkingAirport transferSpaGymRestaurant,"Rs10,000",,,Varanasi,12/02/2021,20/02/2021
4183,Divine Destination,"D-47/196, Ramapura, Luxa road, Varanasi, Uttar Pradesh, 221001, India","13 km to city centre
1.0 km to Dasaswamedh ghat",Parking availableAirport transferRestaurantInternet access,"Rs16,495","Good 6.0
2 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4184,OYO 22406 Shree Shree Guest House,"N166/P83,Mahesh Ngr, Sharda Trauma centre, Samne Ghat Rd, Varanasi, Uttar Pradesh, 221002, India","16 km to city centre
3.3 km to Dasaswamedh ghat",Bathtub,"Rs9,384",,,Varanasi,12/02/2021,20/02/2021
4185,OYO 22406 Shree Shree Guest House,"N166/P83,Mahesh Ngr, Sharda Trauma centre, Samne Ghat Rd, Varanasi, Uttar Pradesh, 221002, India","16 km to city centre
3.3 km to Dasaswamedh ghat",Bathtub,"Rs9,384",,,Varanasi,12/02/2021,20/02/2021
4186,Hotel Yash Residency Assi Ghat & Bhu,"B34/130 Manas Nagar Colony (Extension), Durgakund, Varanasi, Uttar pradesh, 221005, India","15 km to city centre
2.9 km to Dasaswamedh ghat",Free parkingPet-friendlySpaGymInternet access,"Rs9,000","4.6
3 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4187,Hotel Utsav Residency,"B H U Road lanka varanasi, Krishna Kunj Building, Varanasi, india, 221005, India","16 km to city centre
3.0 km to Dasaswamedh ghat",Restaurant,"Rs5,982",,,Varanasi,12/02/2021,20/02/2021
4188,OYO 23416 Maharaja Hotel,"Maharaja Building, Varanasi-Lucknow Highway, Varanasi, Uttar Pradesh, 221206, India","15 km to city centre
29 km to Dasaswamedh ghat",Free parkingBathtub,"Rs11,551",,,Varanasi,12/02/2021,20/02/2021
4189,Hotel SGT Plaza,"SA-14/98-S-8, Ganj, Sarnath, Varanasi, Uttar Pradesh, 221007, India","12 km to city centre
7.4 km to Dasaswamedh ghat",Free parkingAirport transferRestaurantInternet access,"Rs15,695","2.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4190,Ganga Darshan,"D-17/90, A-1, Dashashwamegh Ghat Road, Near Sitla Ghat, Bangali Tola, Varanasi, Uttar Pradesh, 221001, India","14 km to city centre
0.1 km to Dasaswamedh ghat",,"Rs12,500","Exceptional 10.0
2 Hotels.com guest reviews",,Varanasi,12/02/2021,20/02/2021
4191,On The Ghat by Howdy Hostels,"D-24/28-AL, Pandey Ghat Rd, Varanasi, Uttar Pradesh, 221001, India","14 km to city centre
0.3 km to Dasaswamedh ghat",Free parkingRestaurant,"Rs7,000",,,Varanasi,12/02/2021,20/02/2021
4192,Hotel Vikram Palace,"66 Central Jail Rd, Varanasi, UP, 221003, India","7.3 km to city centre
6.6 km to Dasaswamedh ghat",Internet access,"Rs9,000","2.0
1 Hotels.com guest review",,Varanasi,12/02/2021,20/02/2021
4193,OYO 4009 Hotel HKJ Palace,"Sonapura Road, Jangambari Road, Godwalia, Varanasi, Uttar Pradesh, 221001, India","13 km to city centre
0.4 km to Dasaswamedh ghat",Bathtub,"Rs21,885",,,Varanasi,12/02/2021,20/02/2021
4194,Babu Guest house,"Lucknow - Varanasi Rd, Varanasi, UP, 221001, India","13 km to city centre
1.3 km to Dasaswamedh ghat",Free parkingGym,"Rs7,000",,,Varanasi,12/02/2021,20/02/2021
4195,Taj Tirupati,"260 1B Tanapalli Road, Tirupati, AP, 517501, India","0.3 km to city centre
10 km to Venkateshvara Temple",PoolFree parkingAirport transferSpaGymRestaurant,"Rs13,200","Very good 8.2
13 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4196,Hotel Ramcharan Residency,"Door No 6-9-1258 MIG 14A Alipiri Road, A P Housing Board Colony, Tirupati, ANDHRA PRADESH, 517501, India","2.3 km to city centre
8.2 km to Venkateshvara Temple",Free parkingAirport transferRestaurant,"Rs4,400","Good 6.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4197,Minerva Grand,"Renigunta Road, Near Railway Flyover, NH 205, Ashok Nagar, Tirupati, Andhra Pradesh, 517501, India","1.0 km to city centre
11 km to Venkateshvara Temple",Free parkingAirport transferGymRestaurantBar,"Rs5,800","Good 7.0
30 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4198,Fortune Select Grand Ridge-Member ITC,"Shilparamam, Tiruchanoor Road, Tirupati, Andhra Pradesh, 517501, India","3.0 km to city centre
13 km to Venkateshvara Temple",PoolFree parkingAirport transferSpaGymRestaurant,"Rs8,500","Good 7.8
70 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4199,"Kences, Tirupati","opposite APSRTC bus terminal, Tirupati, Andhra Pradesh, 517501, India","0.7 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantBar,"Rs6,998","Good 6.6
14 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4200,"Kences, Tirupati","opposite APSRTC bus terminal, Tirupati, Andhra Pradesh, 517501, India","0.7 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantBar,"Rs6,998","Good 6.6
14 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4201,Iroomz Sri Srinivasa Residency,"#9-28/1, Opp Both Hospital, Maruthi Nagar, Tirupati, Andhra Pradesh, 517501, India","1.1 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs3,518",,,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4202,Jayaram Residency Tirupathi,"Tirupati, Andhra Pradesh, India","1.5 km to city centre
9.4 km to Venkateshvara Temple",Free parking,"Rs16,600",,,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4203,Best Western Tirupati,"Chennai-Anantapur High Way, Tirupati, Andhra Pradesh, 517501, India","1.9 km to city centre
12 km to Venkateshvara Temple",Free parkingGymRestaurantInternet access,"Rs5,948","Good 7.8
11 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4204,Best Western Tirupati,"Chennai-Anantapur High Way, Tirupati, Andhra Pradesh, 517501, India","1.9 km to city centre
12 km to Venkateshvara Temple",Free parkingGymRestaurantInternet access,"Rs5,948","Good 7.8
11 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4205,Raj Park Tirupati,"T.T.D By Pass Road Near Nandhi Circle, 18-1-5/4, NH 205, Ramchandra Nagar, Tirupati, Andhra Pradesh, 517501, India","2.5 km to city centre
8.5 km to Venkateshvara Temple",Free parkingAirport transferRestaurantConnecting rooms available,"Rs5,800","Good 6.0
3 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4206,Ramee Guestline Hotel TIRUPATI,"Plot 14/37, Karakambadi Road, Post Box No 9, Akkarampalli Post, Tirupati, Andhra Pradesh, 517 507, India","3.5 km to city centre
7.0 km to Venkateshvara Temple",PoolFree parkingAirport transferGymRestaurantInternet access,"Rs3,198","Good 6.8
11 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4207,NB Venkaeswara Grand Inn,"D.No. 13-06-600/44/157/G1, Street No.11, Opp. Srinivasam Complex, PK Layout, Tirupati, Andhrapradesh, 517501, India","0.8 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs3,680","Good 7.0
2 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4208,Marasa Sarovar Premiere,"Upadhyaya Nagar, Karakambadi Road, Tirupati, Andhra Pradesh, 517507, India","3.3 km to city centre
10 km to Venkateshvara Temple",PoolFree parkingAirport transferSpaGymRestaurant,"Rs9,270","Good 7.6
69 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4209,Hotel Bliss,"Near Ramanuja Circle,Renigunta Road, Tirupati, Andhra Pradesh, 517501, India","1.3 km to city centre
11 km to Venkateshvara Temple",PoolFree parkingGymRestaurantBar,"Rs5,800","Good 7.8
9 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4210,Treebo Trip Riyas Grand,"6-15-44, APHB Colony, Near Alipiri Road, Chittoor, Tirupati, Andhra Pardesh, 517501, India","2.3 km to city centre
8.2 km to Venkateshvara Temple",Free parking,"Rs4,846","Exceptional 10.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4211,OYO 28216 Raajas Grand,"Beside Lvk Kalyanamandapam, Tiruchanoor Road, Tirupati, Andhra Pradesh, 517501, India","2.3 km to city centre
12 km to Venkateshvara Temple",RestaurantBathtub,"Rs4,556",,,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4212,Treebo Trend Sls Grand,"13-6-600/44/171/1 P.K.Layout, Opp., Srinivasam Complex, 3rd Rd, Tirupati, Tirupati, Andhra Pradesh, 517501, India","0.8 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs3,811","5.8
7 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4213,SPOT ON 44158 Madarasu Smart Homes,"1,Annawado, Upadyaya Nagar, 11Th Cross, Near Marasa Sarovar Premiere Hotel, Tirupati, Andhra Pradesh, 517507, India","3.1 km to city centre
10 km to Venkateshvara Temple",Bathtub,"Rs1,383",,,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4214,Hotel PLR Grand,"Opp. Central Bus Station, Tirupati, Andhra Pradesh, 517501, India","0.6 km to city centre
10 km to Venkateshvara Temple",Free parkingAirport transferRestaurantInternet access,"Rs3,954","Good 6.4
20 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4215,Hotel PLR Grand,"Opp. Central Bus Station, Tirupati, Andhra Pradesh, 517501, India","0.6 km to city centre
10 km to Venkateshvara Temple",Free parkingAirport transferRestaurantInternet access,"Rs3,954","Good 6.4
20 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4216,HOTEL ANNAPURNA,"349, G car Street Opp Railway Station, Tirupati, 349, G car Street Opp Railway Station, 517501, India","1.3 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantInternet access,"Rs2,220","4.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4217,Kalyan Residency,"#177, T.P. Area, Tirupati, Andhra Pradesh, 517507, India","1.3 km to city centre
11 km to Venkateshvara Temple",Free parkingAirport transferRestaurant,"Rs4,235","3.4
3 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4218,Golden Pearl Inn,"213, T.P.Area, Opp. Bus Stand, Tirupati, Andhra Pradesh, 517501, India","0.5 km to city centre
10 km to Venkateshvara Temple",Free parkingRestaurant,"Rs8,000",,,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4219,LNB Residency,"LNB Residency, 14-126 & 126A, T P Area, Tirupati, Andhra Pradesh, 517501, India","0.1 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs6,660",,,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4220,Sujan Residencys,"15-4-247 G. N. Mada Street, Tirupati, 517501, India","0.2 km to city centre
9.7 km to Venkateshvara Temple",Free parkingPet-friendlyAirport transfer,"Rs2,709","2.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4221,OYO 27936 Hotel Welcome Tirupati,"22-14-4 Sv Auto Nagr, Beside Bridgestone, Tirupati, Andhra Pradesh, 517501, India","3.6 km to city centre
13 km to Venkateshvara Temple",Free parkingBathtub,"Rs2,774",,,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4222,OYO 16982 Stay Inn Tirupati,"9,Near D Mart,Karakambadi Road, Reddygunta, Tirupati, Andhra Pradesh, 517501, India","3.1 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantBathtub,"Rs3,936",,,"Tirupati, Andhra Pradesh, India",12/02/2021,17/02/2021
4223,Taj Tirupati,"260 1B Tanapalli Road, Tirupati, AP, 517501, India","0.3 km to city centre
10 km to Venkateshvara Temple",PoolFree parkingAirport transferSpaGymRestaurant,"Rs19,800","Very good 8.2
13 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4224,Minerva Grand,"Renigunta Road, Near Railway Flyover, NH 205, Ashok Nagar, Tirupati, Andhra Pradesh, 517501, India","1.0 km to city centre
11 km to Venkateshvara Temple",Free parkingAirport transferGymRestaurantBar,"Rs8,700","Good 7.0
30 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4225,Hotel Ramcharan Residency,"Door No 6-9-1258 MIG 14A Alipiri Road, A P Housing Board Colony, Tirupati, ANDHRA PRADESH, 517501, India","2.3 km to city centre
8.2 km to Venkateshvara Temple",Free parkingAirport transferRestaurant,"Rs6,600","Good 6.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4226,"Kences, Tirupati","opposite APSRTC bus terminal, Tirupati, Andhra Pradesh, 517501, India","0.7 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantBar,"Rs10,497","Good 6.6
14 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4227,Fortune Select Grand Ridge-Member ITC,"Shilparamam, Tiruchanoor Road, Tirupati, Andhra Pradesh, 517501, India","3.0 km to city centre
13 km to Venkateshvara Temple",PoolFree parkingAirport transferSpaGymRestaurant,"Rs12,750","Good 7.8
70 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4228,Fortune Select Grand Ridge-Member ITC,"Shilparamam, Tiruchanoor Road, Tirupati, Andhra Pradesh, 517501, India","3.0 km to city centre
13 km to Venkateshvara Temple",PoolFree parkingAirport transferSpaGymRestaurant,"Rs12,750","Good 7.8
70 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4229,Iroomz Sri Srinivasa Residency,"#9-28/1, Opp Both Hospital, Maruthi Nagar, Tirupati, Andhra Pradesh, 517501, India","1.1 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs5,278",,,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4230,Best Western Tirupati,"Chennai-Anantapur High Way, Tirupati, Andhra Pradesh, 517501, India","1.9 km to city centre
12 km to Venkateshvara Temple",Free parkingGymRestaurantInternet access,"Rs8,922","Good 7.8
11 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4231,Hotel Bliss,"Near Ramanuja Circle,Renigunta Road, Tirupati, Andhra Pradesh, 517501, India","1.3 km to city centre
11 km to Venkateshvara Temple",PoolFree parkingGymRestaurantBar,"Rs8,900","Good 7.8
9 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4232,Hotel Bliss,"Near Ramanuja Circle,Renigunta Road, Tirupati, Andhra Pradesh, 517501, India","1.3 km to city centre
11 km to Venkateshvara Temple",PoolFree parkingGymRestaurantBar,"Rs8,900","Good 7.8
9 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4233,Marasa Sarovar Premiere,"Upadhyaya Nagar, Karakambadi Road, Tirupati, Andhra Pradesh, 517507, India","3.3 km to city centre
10 km to Venkateshvara Temple",PoolFree parkingAirport transferSpaGymRestaurant,"Rs15,000","Good 7.6
69 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4234,Treebo Trip Riyas Grand,"6-15-44, APHB Colony, Near Alipiri Road, Chittoor, Tirupati, Andhra Pardesh, 517501, India","2.3 km to city centre
8.2 km to Venkateshvara Temple",Free parking,"Rs6,954","Exceptional 10.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4235,Raj Park Tirupati,"T.T.D By Pass Road Near Nandhi Circle, 18-1-5/4, NH 205, Ramchandra Nagar, Tirupati, Andhra Pradesh, 517501, India","2.5 km to city centre
8.5 km to Venkateshvara Temple",Free parkingAirport transferRestaurantConnecting rooms available,"Rs8,700","Good 6.0
3 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4236,Ramee Guestline Hotel TIRUPATI,"Plot 14/37, Karakambadi Road, Post Box No 9, Akkarampalli Post, Tirupati, Andhra Pradesh, 517 507, India","3.5 km to city centre
7.0 km to Venkateshvara Temple",PoolFree parkingAirport transferGymRestaurantInternet access,"Rs4,798","Good 6.8
11 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4237,NB Venkaeswara Grand Inn,"D.No. 13-06-600/44/157/G1, Street No.11, Opp. Srinivasam Complex, PK Layout, Tirupati, Andhrapradesh, 517501, India","0.8 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs5,290","Good 7.0
2 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4238,Jayaram Residency Tirupathi,"Tirupati, Andhra Pradesh, India","1.5 km to city centre
9.4 km to Venkateshvara Temple",Free parking,"Rs24,900",,,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4239,Treebo Trend Sls Grand,"13-6-600/44/171/1 P.K.Layout, Opp., Srinivasam Complex, 3rd Rd, Tirupati, Tirupati, Andhra Pradesh, 517501, India","0.8 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs5,717","5.8
7 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4240,OYO 28216 Raajas Grand,"Beside Lvk Kalyanamandapam, Tiruchanoor Road, Tirupati, Andhra Pradesh, 517501, India","2.3 km to city centre
12 km to Venkateshvara Temple",RestaurantBathtub,"Rs6,992",,,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4241,SPOT ON 44158 Madarasu Smart Homes,"1,Annawado, Upadyaya Nagar, 11Th Cross, Near Marasa Sarovar Premiere Hotel, Tirupati, Andhra Pradesh, 517507, India","3.1 km to city centre
10 km to Venkateshvara Temple",Bathtub,"Rs2,027",,,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4242,Hotel PLR Grand,"Opp. Central Bus Station, Tirupati, Andhra Pradesh, 517501, India","0.6 km to city centre
10 km to Venkateshvara Temple",Free parkingAirport transferRestaurantInternet access,"Rs5,931","Good 6.4
20 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4243,Hotel PLR Grand,"Opp. Central Bus Station, Tirupati, Andhra Pradesh, 517501, India","0.6 km to city centre
10 km to Venkateshvara Temple",Free parkingAirport transferRestaurantInternet access,"Rs5,931","Good 6.4
20 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4244,HOTEL ANNAPURNA,"349, G car Street Opp Railway Station, Tirupati, 349, G car Street Opp Railway Station, 517501, India","1.3 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantInternet access,"Rs3,330","4.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
